0	Gene Signature
Scleritis	['SRCIN1', 'UROS', 'TNF', 'PRTN3', 'TNFRSF1B', 'Na']
Sclerocornea	['ZFHX4', 'FOXE3', 'COX7B', 'MSL3', 'PAX6', 'HCCS', 'PEX2', 'BFSP1', 'ARHGAP6', 'HDAC9', 'GOLPH3', 'PXDN', 'TNMD', 'B4GALT7', 'OPTN', 'Na']
Sclerosing cholangitis	['CCL25', 'HSA-MIR-412-3P', 'NR1I2', 'GPBAR1', 'CCBP2', 'FUT2', 'SEPSECS', 'CLDN1', 'NISCH', 'ENAM', 'CCR9', 'MADCAM1', 'BPI', 'PRTN3', 'CTSG', 'AMELX', 'TNFRSF25', 'Na']
Sclerosteosis	['MEOX1', 'GPHA2', 'GREM1', 'WNT3A', 'NOG', 'SP7', 'Na']
Scoliosis	['HES7', 'NAA30', 'KIF22', 'IGF2', 'GDAP1', 'TBX6', 'COL1A2', 'COL2A1', 'CRLF1', 'COL1A1', 'BMP2', 'MFAP4', 'IVD', 'CLCF1', 'E7EQ34', 'NF1', 'FXN', 'RIN2', 'FBN2', 'ROBO3', 'RTL1', 'MESP2', 'NFIX', 'CANT1', 'RYR1', 'SLC26A2', 'RPL34', 'GOSR2', 'MEGF10', 'TMEM51', 'DLL3', 'ACAN', 'FGD4', 'MECP2', 'CHRNE', 'SH3TC2', 'CHRNG', 'FLNB', 'LINC00536', 'Na']
Scotoma	['PLA2G16', 'VARS', 'ABCA4', 'KCNMA1', 'RDH5', 'MT-ND4', 'SNCA', 'Na']
Scrapie	['SERF1A', 'SERF1B', 'RPSA', 'NARFL', 'SNORD3A', 'HSPA13', 'FAS-AS1', 'LARS', 'ERC1', 'SSBP1', 'SCRG1', 'LDLRAP1', 'SCN2A', 'SPRN', 'Na']
Scurvy	['DERA', 'PRDX4', 'ERO1LB', 'ANKLE2', 'SLC23A2', 'SLC23A1', 'RGN', 'CEP170', 'Na']
Seasonal affective disorder	['OPN4', 'S100A1', 'ASMT', 'HCRTR1', 'HTR2C', 'NR1D1', 'TTC1', 'HTR2A', 'GATA3', 'NPAS2', 'GPR50', 'ARNTL', 'MTMR7', 'SLC6A4', 'PER3', 'PER2', 'ZADH2', 'C19ORF10', 'CRY2', 'DRD4', 'CLOCK', 'PLCD3', 'Na']
Sebaceous adenoma	['CYLD', 'MLH1', 'MSH6', 'SNORD48', 'HSA-MIR-518D-3P', 'HSA-MIR-211-5P', 'MSH2', 'OVOL1', 'PMS2', 'HSA-MIR-184', 'Na']
Seborrheic dermatitis	['BTD', 'ZNF750', 'SETBP1', 'SLCO2A1', 'KRT37', 'E7EVH7', 'CGA', 'SPRR2D', 'PNN', 'MPZL3', 'SHBG', 'Na']
Seckel syndrome	['PLK4', 'CDT1', 'RFC2', 'H2AFX', 'LIG4', 'CRIPT', 'TRAIP', 'CDC6', 'NIN', 'POLE2', 'CENPJ', 'CENPL', 'TUBGCP6', 'ATM', 'CEP63', 'DNA2', 'TELO2', 'MCPH1', 'ATR', 'MDC1', 'RNU4ATAC', 'WDR4', 'ORC6', 'EME1', 'CHEK1', 'U4ATAC', 'ORC1', 'ORC4', 'CEP152', 'RBBP8', 'PCNT', 'RTTN', 'CNTLN', 'ATRIP', 'Na']
Secondary progressive multiple sclerosis	['HSA-MIR-92A-1-5P', 'SMS', 'GPR32', 'SRM', 'PAOX', 'PPAPDC2', 'SPAG16', 'ADC', 'SAMD5', 'Na']
Secretory diarrhea	['SLC9A5', 'SNX18', 'GCC2', 'PRKG2', 'SHANK2', 'Na']
Seminoma	['TSKS', 'NANOS3', 'TDRG1', 'SPATA12', 'SLC43A1', 'DPPA3', 'HSA-MIR-371A-3P', 'TNFRSF8', 'GDF3', 'NRM', 'ZNF354A', 'ALPPL2', 'Na']
Sengers syndrome	['SLC25A4', 'DGKE', 'AGK', 'CHKB', 'CLPB', 'DDHD1', 'DDHD2', 'TMEM70', 'TAZ', 'ALDH3A2', 'LPIN1', 'ABHD12', 'CYP2U1', 'PTDSS1', 'PNPLA6', 'SERAC1', 'Na']
Senior-Loken syndrome	['IQCB1', 'NPHP1', 'WDR19', 'NPHP4', 'CEP290', 'SDCCAG8', 'Na']
Sensenbrenner syndrome	['DYNC2H1', 'WDR19', 'IFT140', 'IFT172', 'TTC21B', 'TULP4', 'IFT122', 'IFT80', 'WDR35', 'EVC', 'DPH1', 'IFT52', 'NEK1', 'EVC2', 'Na']
Sensorineural hearing loss	['MITF', 'MYO7A', 'SOX10', 'POU4F3', 'OTOGL', 'SMPX', 'ATP1A3', 'NTF3', 'HAS1', 'CEP250', 'MYH14', 'NLRP3', 'TBL1X', 'TBL1Y', 'TECTA', 'ATOH1', 'TECTB', 'WFS1', 'FAM136A', 'LOXHD1', 'POU3F4', 'DIAPH1', 'GJB3', 'GJB2', 'GJB4', 'STRC', 'GJB6', 'CLRN1', 'ATP6V1B1', 'IL1RN', 'KCNE1', 'NOTCH1', 'ACTG1', 'PCDH15', 'GATA3', 'FGF3', 'SALL1', 'RPS19', 'CDH23', 'NDP', 'ATP6V0A4', 'SLC19A2', 'CEP78', 'TMC1', 'KCNJ10', 'RTEL1-TNFRSF6B', 'EDN3', 'BDNF', 'SLC52A3', 'SLC52A1', 'SLC52A2', 'USH2A', 'PAX3', 'PAX2', 'CRLF1', 'MT-TS1', 'CLDN14', 'GIPC3', 'PEX6', 'MYH9', 'SLC26A4', 'UCN', 'CATSPER2', 'PTPRQ', 'CHD7', 'MT-TL1', 'CLCNKB', 'TMPRSS3', 'UBR1', 'RTEL1', 'HINT1', 'MYO6', 'SERAC1', 'OTOF', 'TIGD1', 'TIMM8A', 'EYA4', 'MYO1E', 'MYO1F', 'MYO1C', 'COL4A3', 'MYO1A', 'KCNQ1', 'COL4A5', 'MYO15A', 'COL4A4', 'MT-RNR1', 'KCNQ4', 'DFNA5', 'PRPS1', 'COL11A2', 'NPL', 'ALMS1', 'FOXI1', 'USH1G', 'SYNE4', 'USH1C', 'TPRN', 'DFNB59', 'EDNRB', 'COL11A1', 'BSND', 'SLC17A8', 'Na']
Septic arthritis	['PPP3CA', 'TRAPPC3', 'CRP', 'NAA11', 'OR2H2', 'TNF', 'TNFRSF1B', 'Na']
Serine deficiency	['NDE1', 'TALDO1', 'SLC1A4', 'PHGDH', 'BCAT1', 'SUOX', 'PSPH', 'Na']
Sertoli cell-only syndrome	['SLC10A6', 'RBMY1A1', 'EIF1AY', 'USP9Y', 'DNAAF3', 'GGPS1', 'FOXJ3', 'LRWD1', 'F5GWB9', 'PROX2', 'SPATA32', 'TDRD3', 'TM9SF2', 'ZNF93', 'PABPC1L', 'RBMY1D', 'EIF4G3', 'GAS8', 'C2ORF65', 'DDX3Y', 'DCAF12L1', 'C3ORF30', 'CDY1', 'KATNB1', 'TMEM95', 'DAZ4', 'DAZ3', 'RPS4Y2', 'DAZ1', 'HSFY2', 'RNFT1', 'SPATA9', 'HSFY1', 'LSM12', 'RBMX2', 'SPATA22', 'CDY1B', 'Na']
Sertoli cell tumor	['NR5A1', 'WT1', 'CALB2', 'PRKAR1A', 'HOXA4', 'SYP', 'ENO2', 'ANO6', 'Na']
Severe acute respiratory syndrome	['MYOM2', 'STAT1', 'RPS19BP1', 'ISG15', 'PPP1CA', 'CXCL10', 'ACE2', 'SARS2', 'CD4', 'SENP6', 'CTRL', 'IL8', 'ASZ1', 'CD8A', 'CD209', 'IRF3', 'PLP2', 'PI4KB', 'IFNB1', 'CDK2AP1', 'CLEC4M', 'CD40LG', 'TRIM55', 'SNORD51', 'Na']
Severe combined immunodeficiency	['RFXANK', 'PRKDC', 'IL2RG', 'CD3D', 'IKBKB', 'PTPRC', 'ZAP70', 'JAK3', 'ADA', 'CIITA', 'RAG1', 'IL7R', 'RAG2', 'Na']
Sexual dysfunction	['SULT2A1', 'HTR7', 'PROS1', 'PRL', 'CYP3A4', 'HTR1A', 'OXT', 'SHBG', 'Na']
Sezary's disease	['HSA-MIR-200C-5P', 'HSA-MIR-3177-3P', 'HSA-MIR-514B-3P', 'DNM3OS', 'PLS3', 'CCL27', 'Na']
Shigellosis	['TIMMDC1', 'SETD1A', 'VIPR1', 'HIF3A', 'WASL', 'SUMF2', 'IL1B', 'CD79A', 'EPYC', 'ESPL1', 'MXI1', 'QTRT1', 'CASP1', 'CD248', 'VCL', 'Na']
Shipyard eye	['REG1A', 'PSENEN', 'JAG2', 'CHKB', 'ABCA7', 'TP53RK', 'SNORD50A', 'OSGEP', 'PDYN', 'TARBP2', 'LAGE3', 'TAC4', 'YRDC', 'TRIM13', 'Na']
Short QT syndrome	['CACNB2', 'TRDN', 'KCNE1', 'KCNE2', 'KCNQ1', 'CACNA2D1', 'CACNA1C', 'SCN5A', 'RPS5', 'SCN3B', 'KCNH2', 'Na']
Short bowel syndrome	['SLC15A1', 'LPGAT1', 'HPN', 'IFRD1', 'GLP2R', 'IGF1', 'SLC5A1', 'GCG', 'SLC2A5', 'PYY', 'FGF7', 'SST', 'SLFN12', 'CLMP', 'GAST', 'Na']
Shwachman-Diamond syndrome	['MPL', 'RPS27L', 'ABCA13', 'EFTUD1', 'LGALS9C', 'EIF6', 'DKC1', 'TPST1', 'NAA25', 'ARFIP2', 'SBDS', 'SGK2', 'EIF2C2', 'SCARF2', 'RPS14', 'ELANE', 'Na']
Sialadenitis	['HSPG2', 'CD4', 'CDSN', 'AQP5', 'CNTROB', 'TRIM21', 'RAG1', 'TNFSF13B', 'TROVE2', 'Na']
Sialuria	['SLC35A1', 'ASL', 'PEX2', 'ASPA', 'GNE', 'LPHN3', 'MID1', 'Na']
Sick building syndrome	['RGS3', 'AMY1A', 'AMY1B', 'AMY1C', 'LRP6', 'PYDC1', 'SHPK', 'TRPV1', 'TSR1', 'NUTF2', 'DERL1', 'Na']
Sick sinus syndrome	['RCAN2', 'CYP27B1', 'SAMD8', 'SLC22A16', 'CA5B', 'NACC2', 'MYL4', 'PKP4', 'TBX5', 'RANGRF', 'Na']
Sickle cell anemia	['SLC12A4', 'HBG1', 'HBE1', 'UGT1A1', 'HBG2', 'BCL11A', 'KLF1', 'BTNL2', 'HBA1', 'MICAL3', 'HBA2', 'VCAM1', 'F3', 'HNRNPUL2', 'C10ORF116', 'FABP9', 'SCN2A', 'TOR2A', 'MIPEP', 'EPO', 'EPB41', 'OR51B2', 'HBS1L', 'HBB', 'HBD', 'PPAN', 'FYB', 'UGT1A6', 'OR51B6', 'HAO2', 'OR51B5', 'KCNN4', 'OR51B4', 'Na']
Sideroblastic anemia	['ALAS1', 'SUCLA2', 'GLRX5', 'ISCU', 'TRNT1', 'SFXN2', 'FXN', 'ADARB2', 'LY6G6D', 'YARS2', 'PJA1', 'PJA2', 'Na']
Siderosis	['SEC23B', 'UROD', 'HFE', 'CYBRD1', 'HAMP', 'SLC40A1', 'HFE2', 'YIF1A', 'Na']
Signet ring cell adenocarcinoma	['HSA-MIR-676-3P', 'HSA-MIR-1914-5P', 'TMEM207', 'HSA-MIR-665', 'HSA-MIR-499A-3P', 'Na']
Silver-Russell syndrome	['CPA4', 'IGF2R', 'CPA2', 'ZRSR1', 'IGFBP3', 'ZBTB33', 'IGF1', 'COBL', 'IGF2', 'DLK1', 'NHP2L1', 'CCDC8', 'COPG2', 'MESTIT1', 'OBSL1', 'SVOPL', 'GRB7', 'FAM50B', 'ZNF597', 'CDKN1C', 'CUL7', 'MEG3', 'CTCF', 'IGF1R', 'NAA60', 'ZFP57', 'DNMT3L', 'TGM1', 'SGCE', 'KCNQ1OT1', 'UROD', 'C7ORF10', 'GRB14', 'PLAGL1', 'SUDS3', 'GRAP2', 'GRB10', 'MEST', 'PHLDA2', 'CPA5', 'Na']
Simpson-Golabi-Behmel syndrome	['OSBPL8', 'OSBPL7', 'OSBPL3', 'UXS1', 'MCTS1', 'OSBPL2', 'IGF2', 'OSBPL11', 'FABP4', 'BAMBI', 'GPC1', 'GPC4', 'GPC3', 'GPC6', 'CPXM1', 'GPC5', 'Na']
Sinoatrial node disease	['GJD3', 'POPDC2', 'OGFOD1', 'MALAT1', 'HCN3', 'BVES', 'HCN2', 'Na']
Sinusitis	['LRRC48', 'ZRANB2', 'MUC5B', 'DCXR', 'MUC5AC', 'IL5', 'IL4', 'OAF', 'CD4', 'IL8', 'CD8A', 'PRTN3', 'CD40LG', 'RHNO1', 'NODAL', 'CFTR', 'SPEF2', 'HTRA3', 'TNF', 'CD79A', 'BPIFA1', 'PDZD11', 'PCDP1', 'MUC8', 'FLNC', 'Na']
Situs inversus	['CCDC39', 'RSPH4A', 'HES7', 'SEC24B', 'IQCB1', 'DNAH11', 'PIFO', 'DNAAF3', 'DNAAF2', 'CCDC114', 'DNAAF1', 'RFX4', 'FOXJ1', 'TCTE3', 'LZTFL1', 'MYO1D', 'HAND1', 'GLOD4', 'RSPH9', 'ARMC4', 'CCDC65', 'PLXNB2', 'DNAL4', 'RSPH1', 'CCDC40', 'GAS8', 'DNAH5', 'INVS', 'DNAH9', 'SERPINE2', 'PKD1L1', 'SPATA4', 'LRRC6', 'DPCD', 'PKD2', 'SPAG16', 'NPHP1', 'KIF3A', 'DYNC2LI1', 'PCDP1', 'NPHP3', 'CCDC11', 'DNAI1', 'DNAI2', 'INSL6', 'Na']
Sjogren's syndrome	['SSB', 'CD79A', 'BPIFA2', 'FAM167A', 'SNRNP70', 'SARDH', 'AQP5', 'TROVE2', 'TNFSF13B', 'GOLIM4', 'Na']
Sjogren-Larsson syndrome	['FA2H', 'ALDH3A2', 'ABHD12', 'PNPLA6', 'SKAP2', 'Na']
Skeletal muscle neoplasm	['NACA', 'MYOG', 'JDP2', 'RHD', 'MYF5', 'MYF6', 'Na']
Skin atrophy	['KL', 'FBLIM1', 'RPL13', 'MYSM1', 'SAT1', 'KRT74', 'FERMT1', 'LMNA', 'EBP', 'HYAL2', 'IAPP', 'HAS2', 'HAS3', 'FGF23', 'Na']
Skin cancer	['CHGB', 'CADM2', 'FLG2', 'GRIN3A', 'KIAA1217', 'CYP2C9', 'ABCA12', 'SCN10A', 'ARMC4', 'PCDHB1', 'RFX6', 'OR4K14', 'TEK', 'DCHS2', 'FILIP1', 'L1TD1', 'ASTN1', 'ASTN2', 'ENPEP', 'ADAMDEC1', 'TRRAP', 'ADCY1', 'AHNAK', 'SYNPO2', 'CWH43', 'SNX31', 'ADCY8', 'MTMR7', 'PREX2', 'MOV10L1', 'AKT1', 'CREBBP', 'ST18', 'ABCA3', 'CUBN', 'NEBL', 'ABCA6', 'NCKAP1L', 'ABCA4', 'VPS13D', 'VPS13B', 'VPS13C', 'TEX14', 'PHKA1', 'VPS13A', 'COL2A1', 'LPHN2', 'FAM135B', 'HECW2', 'F13B', 'FAT4', 'FREM2', 'FLG', 'WDR49', 'C1ORF173', 'CFH', 'TRIOBP', 'MYLK', 'SLC6A5', 'C3', 'GRIN2B', 'C6', 'GRIN2A', 'C9', 'PCDHA1', 'NETO1', 'PCDHA5', 'PCDHA8', 'PCDHA7', 'KCNB2', 'PTCH1', 'ASH1L', 'BRAF', 'ISX', 'A1CF', 'MYBPC1', 'NPAP1', 'ZEB1', 'CENPF', 'CYLD', 'COL3A1', 'DPYD', 'PAH', 'COL22A1', 'SERPINA10', 'LRRC7', 'SULT1C3', 'MECOM', 'CHL1', 'ATXN1', 'GPR112', 'NPSR1', 'CGNL1', 'C5ORF42', 'ATRNL1', 'CDKN2A', 'MCF2', 'ADAM18', 'COL4A5', 'COL4A6', 'PLCB1', 'BRDT', 'ZSWIM2', 'CRB1', 'FMN2', 'EFCAB6', 'ABCC11', 'SLC9C2', 'FSTL5', 'SLC8A3', 'ADAM29', 'ADAM28', 'SNCAIP', 'SCN11A', 'NDST4', 'ADAMTSL3', 'COL11A1', 'DMD', 'CSMD3', 'CSMD2', 'CD163', 'ZNF560', 'PLCL2', 'SLC9A4', 'ADAM7', 'DSC1', 'ADCY10', 'DSC3', 'KANK4', 'CHRM3', 'PHLDB2', 'TNC', 'JAKMIP2', 'TUBA3C', 'EGFR', 'CDH9', 'CDH8', 'CDH7', 'NRAS', 'CDH6', 'TNR', 'TUBB3', 'FLNB', 'SLC16A9', 'TECTA', 'CPA3', 'TMEM132D', 'SLC15A2', 'ATP8B4', 'MAP2K1', 'TMEM132B', 'LOXHD1', 'SMO', 'DMXL2', 'BIRC6', 'ZNF536', 'DGKI', 'MYOM2', 'NOTCH1', 'NOTCH2', 'GRIA1', 'FAM13C', 'ATP8A1', 'CLSTN2', 'CYP2C18', 'SALL1', 'TPO', 'DBC1', 'SRGAP3', 'ROS1', 'LRRC4C', 'PCDHAC2', 'KL', 'PLCH1', 'PEG3', 'ANGPT1', 'ADAMTS20', 'GPR98', 'NRG3', 'USH2A', 'SPTB', 'C1ORF168', 'SEZ6L', 'CATSPERB', 'ALB', 'TRIM58', 'DSG1', 'NF1', 'UNC79', 'DSG3', 'DSG4', 'ALK', 'KHDRBS2', 'CNTNAP2', 'COL14A1', 'RASGRF2', 'LRRK2', 'UBR4', 'ADAMTS10', 'PPP6C', 'BAI3', 'SLCO1B3', 'ADAMTS18', 'XIRP2', 'MAGI2', 'MAGI1', 'DSP', 'LHCGR', 'KCNH5', 'CR2', 'KCNH6', 'KCNH7', 'GRID2', 'VWF', 'TIE1', 'WDR96', 'SORL1', 'HCRTR2', 'NELL1', 'NFASC', 'RP1', 'GLRB', 'SYT10', 'CCDC60', 'LCT', 'KCTD16', 'EPHB6', 'FLT1', 'FLT3', 'COL15A1', 'SEMA3E', 'C1S', 'DYSF', 'RNF17', 'SYNE1', 'PTEN', 'TTN', 'USH1C', 'ADAMTS6', 'HYDIN', 'CACNG3', 'EPHB2', 'PLEKHH2', 'ADAMTS7', 'KRT5', 'MED13L', 'UBAC2', 'SPATA16', 'MARCO', 'SPATA18', 'APC', 'ITGBL1', 'COL9A1', 'ALPK2', 'ZNF831', 'MXRA5', 'TP53', 'EPHA3', 'LRP2', 'MYCBP2', 'TPTE', 'AKAP6', 'KDR', 'HMCN1', 'MSR1', 'STAC', 'SPHKAP', 'MAGEC1', 'PAPPA', 'ANK3', 'PRG4', 'ANK2', 'TRERF1', 'WNK3', 'IGSF1', 'CYLC2', 'SCN2A', 'CFTR', 'MACF1', 'PDE1C', 'SLC45A2', 'RGSL1', 'PCDH15', 'CD1C', 'PCDH18', 'CD1B', 'TRPM3', 'PKHD1', 'IL36B', 'SI', 'SCN1A', 'TRPM6', 'TNS4', 'ARSF', 'APOB', 'TP63', 'SIGLEC12', 'TYR', 'OSMR', 'SORCS3', 'PTPRC', 'TG', 'PTPRD', 'SAGE1', 'ATM', 'OR4A15', 'TLR4', 'TENM1', 'PTPRS', 'PTPRO', 'PTPRN', 'C8A', 'PTPRK', 'GRIK2', 'EVPL', 'C8B', 'KALRN', 'PTPRH', 'KCNT2', 'TINAG', 'OTOF', 'STK31', 'FAM5C', 'FAM5B', 'ANO4', 'SLC22A25', 'NLRP13', 'NLRP12', 'KIT', 'KCNQ3', 'KCNQ5', 'TACC2', 'PLA2R1', 'SPAG17', 'COL19A1', 'RYR1', 'CTNNB1', 'FCGBP', 'DNER', 'STAB2', 'HEATR4', 'RAC1', 'XDH', 'CTNNA3', 'CORIN', 'PDGFRA', 'ARHGAP29', 'LIFR', 'THEMIS', 'PCDHA13', 'LRP1B', 'PCDHA10', 'COL5A2', 'AXL', 'COL5A1', 'COL5A3', 'CNTN4', 'GALNT14', 'ATP1A3', 'NALCN', 'GIMAP8', 'CELSR3', 'KIAA2022', 'RELN', 'NLRP9', 'NLRP8', 'SLIT2', 'NLRP3', 'PAK7', 'NLRP4', 'NLRP2', 'SLIT3', 'CCDC141', 'MYH11', 'MORC1', 'MLL3', 'CARD11', 'SYT4', 'CASR', 'MUC17', 'HGF', 'TDRD5', 'EIF2S2', 'TDRD1', 'DNMBP', 'KIF2B', 'CDH10', 'COL6A3', 'GNAQ', 'TCF4', 'CDH18', 'FGFR3', 'FBN2', 'KIAA1199', 'DCAF8L1', 'CACNA1D', 'CACNA1F', 'CACNA1S', 'ZNF385D', 'RGS7', 'TGM3', 'ARID2', 'ZFHX3', 'MMP8', 'LAMB4', 'ABCC9', 'MYOCD', 'ABCC6', 'CADPS', 'NAV2', 'USP29', 'MYH1', 'MYH2', 'VCAN', 'MYH4', 'COL7A1', 'ATP13A5', 'ATP13A4', 'DOCK2', 'MYH6', 'MYH7', 'MYH8', 'FBN3', 'DNAH5', 'DNAH2', 'DNAH3', 'PZP', 'DNAH8', 'DNAH9', 'OR2G3', 'ABCB5', 'CHD6', 'ERBB4', 'PLCZ1', 'AOX1', 'SCN3A', 'FAM83B', 'DCC', 'SPEN', 'ZNF804A', 'ARID1A', 'SLC4A8', 'CPED1', 'TBX15', 'NPHS1', 'LAMA2', 'CD163L1', 'PKD1L1', 'LAMA1', 'GRM3', 'GRM8', 'GNA11', 'GRM7', 'PTK2B', 'Na']
Skin disease	['TGFB1', 'KRT1', 'TIA1', 'MMP1', 'GZMB', 'IGF1', 'TMC8', 'HLA-A', 'USB1', 'MMP9', 'VCAM1', 'KRT10', 'TMC6', 'LYZ', 'IL1A', 'POMC', 'GJB3', 'ABCA12', 'C10ORF116', 'GJB4', 'CD68', 'PKP1', 'TP53', 'SERPINA1', 'COL17A1', 'IFNA1', 'NCAM1', 'MPO', 'C4A', 'C3', 'KRT6A', 'TGM1', 'UCHL1', 'CD19', 'AKT1', 'TNFRSF8', 'FLNA', 'CTLA4', 'IFNB1', 'IKBKG', 'CD34', 'Na']
Skin melanoma	['PRNT', 'EIF1AX', 'PMEL', 'PALM2', 'CSPG4', 'S100B', 'ZNF654', 'Na']
Sleep apnea	['EDN1', 'TTC27', 'EP300', 'IGF1', 'REN', 'HCRT', 'AHDC1', 'Na']
Sleeping sickness	['COL27A1', 'PAQR7', 'TBCCD1', 'CYP51A1', 'PAPD4', 'TEX35', 'GLRX2', 'TBR1', 'MAPK15', 'RBKS', 'GALE', 'RSPH3', 'LARS2', 'MARS', 'TBPL1', 'TUT1', 'CD40LG', 'DNAH10', 'CDS1', 'ISYNA1', 'ODC1', 'AMD1', 'HP', 'HPR', 'TWF1', 'GLRX', 'SRM', 'CPZ', 'TIMM50', 'TIMM17A', 'APOL1', 'POLI', 'DECR1', 'ANKMY1', 'CD200R1L', 'Na']
Small cell carcinoma	['CNN1', 'HSA-MIR-367-5P', 'HSA-MIR-4323', 'HSA-MIR-4648', 'HSA-MIR-3619-3P', 'HSA-MIR-4419B', 'Na']
Small intestine cancer	['APC', 'KIF16B', 'CTNNB1', 'SLC12A2', 'GNAS', 'BRAF', 'CDKAL1', 'FGF12', 'Na']
Smallpox	['MKRN3-AS1', 'TRAPPC4', 'PRNT', 'DTYMK', 'DPT', 'KLHL2', 'SPICE1', 'FBXL15', 'DAPP1', 'CYB5R3', 'CAPRIN1', 'CD4', 'CLMP', 'CD8A', 'MKX', 'SPIRE1', 'F5H6K3', 'RLIM', 'CCR5', 'GPR158', 'Na']
Smith-Lemli-Opitz syndrome	['STS', 'ACAD8', 'EBP', 'SHH', 'KCNMA1', 'SCAP', 'DHCR24', 'MSMO1', 'DHCR7', 'SC5DL', 'Na']
Smooth muscle tumor	['CLEC2A', 'ORC5', 'CALD1', 'KIT', 'KAT6B', 'KANSL1', 'LHFPL3', 'DCAF5', 'CCNB1IP1', 'IVL', 'Na']
Social phobia	['OSBP2', 'NBAS', 'KCTD1', 'ESPN', 'ASPRV1', 'WDHD1', 'Na']
Sotos syndrome	['RNF135', 'ZNF496', 'NFIX', 'WHSC1', 'NSD1', 'MFAP4', 'IL1RAPL2', 'NRK', 'XYLT2', 'PLXDC2', 'SLC17A5', 'WHSC1L1', 'Na']
Spastic ataxia	['MTPAP', 'RTN2', 'ADCK3', 'ANKFY1', 'MARS2', 'VAMP1', 'FXN', 'GBA2', 'KIF1C', 'DDHD2', 'ATCAY', 'KIAA0196', 'Na']
Spastic hemiplegia	['HFM1', 'SOLH', 'ADAL', 'TDG', 'LY86', 'LY96', 'SP9', 'GAS7', 'Na']
Spastic quadriplegia	['FUCA1', 'ABHD12', 'FUCA2', 'GNPAT', 'SEPSECS', 'AHDC1', 'Na']
Specific developmental disorder	['C7ORF60', 'PITRM1', 'C12ORF28', 'LOC100652824', 'ETV3', 'F8WBX8', 'PAWR', 'RGL1', 'FSTL4', 'Na']
Specific language impairment	['TOR3A', 'DYX1C1', 'ARL14', 'NFXL1', 'ARHGEF19', 'DCDC2', 'FOXP2', 'GCFC2', 'NFX1', 'GNPTG', 'ITPA', 'ARPP21', 'ATP13A4', 'ZNF277', 'CNTNAP2', 'DOCK4', 'CEBPD', 'ELL', 'CELF3', 'MRPL19', 'TWF2', 'ATP2C2', 'NAGPA', 'ROBO1', 'CMIP', 'SEPHS1', 'GNPTAB', 'IMMP2L', 'KIAA0319', 'TRIM67', 'Na']
Specific phobia	['NBAS', 'CTU2', 'UST', 'FMR1', 'SNRPD1', 'COMT', 'Na']
Speech disorder	['SMCP', 'EPGN', 'ZNF280D', 'ATP13A4', 'KIAA0319', 'Na']
Spermatic cord torsion	['CATSPER1', 'SCUBE1', 'NOS3', 'TEKT1', 'TBPL1', 'PGK2', 'DNTT', 'TWIST1', 'SPTAN1', 'Na']
Spina bifida	['TCP10', 'TMEM184C', 'ACTL6A', 'COL23A1', 'ITPK1', 'ACTL6B', 'MTHFR', 'SHROOM3', 'UNCX', 'SCRIB', 'PAX1', 'PRMT10', 'GRHL3', 'PAX3', 'VANGL2', 'VANGL1', 'CYP26A1', 'BHMT', 'ALDH1A2', 'MTHFD1', 'SRPRB', 'FKBP8', 'NODAL', 'C11ORF31', 'MTRR', 'CELSR1', 'CITED2', 'SATB2', 'AFP', 'MTR', 'PCMT1', 'T', 'DPF1', 'ZIC1', 'ZIC2', 'HOXA2', 'ACEE', 'Na']
Spina bifida occulta	['HES7', 'RNGTT', 'SLC26A2', 'DMRT2', 'LAMA5', 'TRAPPC2P1', 'PERP', 'JARID2', 'Na']
Spinal cord disease	['LTV1', 'FECH', 'AVPR2', 'TNF', 'TMTC1', 'AQP4', 'SOD1', 'GALNS', 'CD4', 'COL6A1', 'ADAMTS1', 'CD8A', 'HSF4', 'BTK', 'GNB1L', 'MBP', 'SERPINH1', 'ERVW-1', 'CD40LG', 'HBZ', 'HNRNPA1', 'Na']
Spinal muscular atrophy	['KHDRBS1', 'SERF1A', 'MYPOP', 'SERF1B', 'STRAP', 'SRSF1', 'GTF2H2', 'DDX20', 'HNRNPR', 'ARHGAP22', 'COIL', 'SYNCRIP', 'BAHCC1', 'GEMIN5', 'PFN2', 'ZNF259', 'DCPS', 'PLS3', 'HNRNPA1', 'Na']
Spinal stenosis	['FKBP3', 'COL6A1', 'CALCA', 'IDS', 'IVD', 'RPL34', 'FTH1', 'COL9A2', 'TMTC1', 'BMP7', 'KLK8', 'TRIM68', 'Na']
Spindle cell hemangioma	['NPY5R', 'TESC', 'ADARB1', 'ATP5G3', 'ATP5G2', 'COCH', 'CLEC2A', 'DPH2', 'BAG1', 'GPR161', 'BAG2', 'ACOT1', 'BNIP1', 'DSG4', 'CHURC1', 'Na']
Spinocerebellar ataxia type 1	['RBM17', 'ANP32A', 'HTT', 'GMPR', 'U2AF2', 'ATP2B3', 'PPP2R2B', 'UBE2E1', 'PQBP1', 'AFF2', 'ATXN3', 'RAE1', 'CIC', 'UBQLN4', 'NPDC1', 'Na']
Spinocerebellar ataxia type 17	['TBP', 'JPH3', 'HSPA8', 'TREH', 'HAP1', 'DLL1', 'Na']
